CASEID,acu3c,aprcu3c,asepcu3c,cu3rnkc,cu3_190,nsepevr,totclwc,agec,agedc,agegr10,agegr5,chh0014c,chrinhdc,chrtime6,famtype,hsdsizec,livarr12,marstat,multigen,prtypec,sex,sexpr,gu_110,gu_120,gu_130c,gu_150c,gu_170,gu_180,gu_190,gu_210,aclma1c,adivma1c,adthma1c,agema1c,aprma1c,asepma1c,ma1rnkc,ma1_150,ma1_165,ma1_170,ma1_220,ma1_230,wevermar,apardivc,aparsepc,achb1c,achdmpl,achd_1c,achj1c,chddecc,chdinftc,chdinptc,chdoutc,hhdchd1,hhdsta1,rci10_1,rci65_1,totchdc
  456,99.6,99.6,99.6,96,6,0,0,48,48.7,4, 7,0,2,4,2,4, 3, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,31,31.4,96, 17,99.6,0,2,0,0,1,1,2,6, 2
  457,99.6,99.6,99.6,96,6,0,0,52,52.0,4, 8,0,0,1,6,1, 1, 6,2,0,2,0,1,2,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,4,10,10,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  458,99.6,99.6,99.6,96,6,2,0,53,53.6,4, 8,0,0,1,6,2,12, 4,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.7,99.6,19.3,18.2,99.7, 1,6,1,1,1,6,6,96,96,29.4,96, 24,99.6,0,0,1,2,2,2,1,3, 3
  459,99.6,99.6,99.6,96,6,0,0,58,58.7,5, 9,0,0,1,6,1, 1, 6,2,0,2,0,3,6,2,2,2,6,6,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,4,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  460,99.6,99.6,99.6,96,6,0,0,35,35.7,3, 5,3,3,6,2,5, 3, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,21.7, 5, 14,99.6,0,3,0,0,1,1,2,6, 3
  461,99.6,99.6,99.6,96,6,1,0,37,37.8,3, 5,3,3,3,5,4, 7, 4,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,25.3,96, 12,99.6,0,3,0,0,1,1,2,6, 3
  462,99.6,99.6,99.6,96,6,0,0,69,69.6,6,11,0,0,1,1,2, 2, 1,2,1,1,2,1,2,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,27.6,96, 42,99.6,0,0,0,4,2,3,1,6, 4
  463,99.6,99.6,99.6,96,6,0,0,58,58.1,5, 9,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  464,99.6,99.6,99.6,96,6,0,0,19,19.9,1, 1,0,0,1,4,3,10, 6,2,0,1,0,3,6,1,6,2,6,6,2,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  465,99.6,99.6,99.6,96,6,0,0,57,57.8,5, 9,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  466,99.6,99.6,99.6,96,6,0,1,59,59.2,5, 9,0,0,1,1,2, 2, 2,2,2,2,1,1,1,6,6,7,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,27.1,96, 32,99.6,0,0,0,2,2,3,2,6, 2
  467,99.6,99.6,99.6,96,6,2,0,80,80.0,7,14,0,0,1,6,1, 1, 5,2,0,1,0,1,1,6,6,2,6,1,1,99.6,41.5,99.6,22.5,23.5,40.5, 1,6,1,1,6,1,4,96,96,20.5,96, 60,99.6,1,0,0,5,2,3,1,6, 7
  468,99.6,99.6,99.6,96,6,0,0,78,78.8,7,13,0,0,1,6,1, 1, 3,2,0,2,0,1,2,6,6,2,6,1,1,99.6,99.6,68.5,19.3,27.8,99.6, 1,6,1,3,6,2,4,96,96,19.5,96, 59,99.6,0,0,0,4,2,3,1,6, 4
  469,99.6,99.6,99.6,96,6,1,0,58,58.1,5, 9,0,1,4,2,3, 3, 1,2,1,1,2,1,1,6,6,2,6,1,1,25.5,36.6,99.6,30.5,50.0,36.5,98,1,2,1,1,6,6,96,96,20.1,96, 38,99.6,0,1,0,4,2,3,2,6, 5
  470,99.6,99.6,99.6,96,6,0,0,59,59.9,5, 9,0,0,1,6,1, 1, 6,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,3,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  471,99.6,99.6,99.6,96,6,0,0,57,57.9,5, 9,0,1,4,2,3, 3, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,24,23,22.1,96, 36,99.6,0,1,0,3,2,3,2,6, 4
  472,99.6,99.6,99.6,96,6,0,0,18,18.5,1, 1,0,0,1,2,4,10, 6,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  473,99.6,99.6,99.6,96,6,2,1,62,62.4,5,10,0,0,1,6,1,12, 5,2,0,2,0,1,1,6,6,2,6,1,1,99.6,26.5,99.6,19.4,20.6,26.5, 1,2,1,1,6,2,6,96,96,22.8,96, 39,99.6,0,0,0,2,2,3,2,6, 2
  474,99.6,99.6,99.6,96,6,0,1,18,18.8,1, 1,1,0,1,1,5,12, 2,2,2,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  475,99.6,99.6,99.6,96,6,1,0,53,53.6,4, 8,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,44.4,99.6,23.2,27.3,43.0, 1,2,1,1,1,6,6,96,96,26.0,96, 28,99.6,0,0,0,3,2,3,1,6, 3
  476,99.6,99.6,99.6,96,6,0,0,80,80.0,7,14,0,0,1,6,1, 1, 6,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,4,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  477,99.6,99.6,99.6,96,6,0,0,65,65.8,6,11,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,22.5,96, 44,99.6,0,0,0,5,2,3,2,6, 5
  478,99.6,99.6,99.6,96,6,1,1,54,54.8,4, 8,0,1,1,5,2, 8, 6,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,4,96,96,27.3,96, 27,99.6,0,0,1,1,2,3,1,6, 2
  479,99.6,99.6,99.6,96,6,1,2,41,41.3,3, 6,3,3,5,3,5, 3, 2,2,2,1,2,1,1,6,6,1,1,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,15,20.9, 5, 21,99.6,0,3,0,1,2,3,1,6, 4
  480,99.6,99.6,99.6,96,6,0,0,29,29.2,2, 3,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,1,1,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  481,99.6,99.6,99.6,96,6,1,0,42,42.7,3, 6,3,4,5,2,6, 3, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,29.6,99.6,26.3,28.3,26.9, 1,6,2,1,1,6,6,96,96,30.5, 4, 13,99.6,0,4,0,0,1,1,1,6, 4
  482,99.6,99.6,99.6,96,6,0,1,38,38.6,3, 5,0,0,1,1,2, 2, 2,2,2,2,1,3,6,1,6,2,6,6,2,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  483,99.6,99.6,99.6,96,6,0,0,43,43.4,3, 6,2,2,3,2,4, 3, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,30.5,96, 13,99.6,0,2,0,0,1,1,1,6, 2
  484,99.6,99.6,99.6,96,6,0,0,75,75.8,7,13,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,57.8,19.3,18.3,99.6, 1,2,1,3,1,6,6,96,96,21.1,96, 55,99.6,0,0,0,4,2,3,1,6, 4
  485,99.6,99.6,99.6,96,6,0,0,37,37.3,3, 5,1,1,3,2,3, 3, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,25.7,96, 12,99.6,0,1,0,0,1,1,1,6, 1
  486,99.6,99.6,99.6,96,6,0,0,67,67.4,6,11,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,20.9,96, 46,99.6,0,0,0,3,2,3,2,6, 3
  487,99.6,99.6,99.6,96,6,0,0,63,63.6,5,10,0,0,1,1,3, 6, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,19.5,96, 44,99.6,0,0,0,5,2,3,2,6, 5
  488,99.6,99.6,99.6,96,6,0,0,24,24.1,1, 2,0,0,1,6,2,12, 6,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,2,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  489,99.6,99.6,99.6,96,6,0,0,74,74.3,6,12,0,0,1,6,1, 1, 3,2,0,2,0,1,2,6,6,2,6,1,1,99.6,99.6,40.0,17.7,26.4,99.6, 1,6,1,3,6,1,4,96,96,18.0,96, 56,99.6,0,0,0,5,2,3,2,6, 6
  490,99.6,99.6,99.6,96,6,1,0,66,66.7,6,11,0,0,1,6,1, 1, 5,2,0,2,0,1,1,6,6,2,6,1,1,99.6,60.0,99.6,22.1,25.3,50.0, 1,6,2,1,6,2,4,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  491,99.6,99.6,99.6,96,6,0,0,67,67.7,6,11,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,34.1,96, 34,99.6,0,0,0,3,2,3,2,6, 3
  492,99.6,99.6,99.6,96,6,1,0,60,60.8,5,10,0,0,1,1,2, 2, 1,2,1,2,1,1,2,6,6,2,6,1,1,99.6,34.5,99.6,20.5,41.3,99.7, 1,6,2,1,1,6,6, 2,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  493,99.6,99.6,99.6,96,6,0,0,43,43.1,3, 6,2,2,3,2,4, 3, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,30.5,96, 12,99.6,0,2,0,0,1,1,1,6, 2
  494,99.6,99.6,99.6,96,6,3,2,54,55.0,4, 8,0,1,1,5,3, 8, 5,2,0,2,0,1,1,6,6,2,6,1,1,17.5,31.5,99.6,23.5,99.7,30.5,98,1,1,1,6,2,4,96,96,25.3,96, 30,99.6,0,1,0,1,1,1,1,6, 2
  495,99.6,99.6,99.6,96,6,0,1,35,35.8,3, 5,0,0,1,1,2, 2, 2,2,2,1,2,1,1,6,6,1,1,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  496,99.6,99.6,99.6,96,6,0,0,58,58.3,5, 9,0,0,1,5,2,11, 6,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,4,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  497,99.6,99.6,99.6,96,6,0,0,80,80.0,7,14,0,0,1,6,1, 1, 3,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,80.0,20.4,22.5,99.6, 1,6,1,3,6,2,4,96,96,27.8,96, 60,99.6,7,7,7,7,2,3,1,6, 3
  498,99.6,99.6,99.6,96,6,1,1,52,52.2,4, 8,0,0,1,6,1, 1, 6,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,3,33,32,99.3,96,993,99.3,0,0,0,1,4,5,1,6, 4
  499,99.6,99.6,99.6,96,6,0,0,54,54.1,4, 8,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,19.0,96, 35,99.6,0,0,0,3,2,3,2,6, 3
  500,99.6,99.6,99.6,96,6,0,0,74,74.2,6,12,0,1,1,2,3, 4, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,30.5,96, 44,99.6,0,1,0,1,1,1,1,6, 2
  501,99.6,99.6,99.6,96,6,0,0,22,22.8,1, 2,0,0,1,6,4,12, 6,2,0,1,0,1,1,6,6,1,1,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,3,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  502,99.6,99.6,99.6,96,6,0,0,45,45.4,4, 7,3,3,5,2,5, 3, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,31.4, 3, 14,99.6,0,3,0,0,1,1,1,6, 3
  503,99.6,99.6,99.6,96,6,0,0,31,31.8,2, 4,2,2,5,2,4, 3, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,28.5, 3,  3,99.6,0,2,0,0,1,1,1,6, 2
  504,99.6,99.6,99.6,96,6,0,0,40,40.8,3, 6,1,2,4,2,4, 3, 1,2,1,2,1,1,1,6,6,7,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,22.3,96, 19,99.6,0,2,0,0,1,1,1,6, 2
  505,99.6,99.6,99.6,96,6,1,1,22,22.9,1, 2,1,0,1,3,6,10, 6,1,0,2,0,1,1,6,6,1,1,2,2,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,3,96, 4,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  506,99.6,99.6,99.6,96,6,2,0,64,64.4,5,10,0,0,1,6,1, 1, 5,2,0,2,0,1,2,6,6,2,6,1,1,99.6,28.3,99.6,21.7,24.2,27.8, 1,2,2,1,6,1,5, 2, 2,99.6,96, 46,36.0,0,0,0,2,2,3,2,6, 2
  507,99.6,99.6,99.6,96,6,1,1,48,48.5,4, 7,0,1,4,2,3, 3, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96, 34,29.9,0,1,0,3,2,3,2,6, 4
  508,99.6,99.6,99.6,96,6,0,0,43,43.6,3, 6,0,0,1,6,1, 1, 1,2,0,1,0,3,6,1,6,2,6,6,2,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  509,99.6,99.6,99.6,96,6,1,1,30,30.7,2, 4,0,0,1,6,1, 1, 6,2,0,1,0,1,1,6,6,1,1,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,3,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  510,99.6,99.6,99.6,96,6,0,1,36,36.9,3, 5,2,2,5,2,4, 3, 2,2,2,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,29.6, 4,  8,99.6,0,2,0,0,1,1,2,6, 2
  511,99.6,99.6,99.6,96,6,0,0,62,62.2,5,10,0,0,1,5,2, 8, 5,2,0,2,0,1,2,6,6,2,6,1,1,99.6,99.6,99.6,99.7,99.7,99.6,98,6,7,7,6,7,7,96,96,21.8,96, 40,99.6,0,1,0,1,2,3,2,6, 2
  512,99.6,99.6,99.6,96,6,2,2,68,68.2,6,11,0,0,1,6,1, 1, 5,2,0,2,0,1,1,6,6,2,6,1,1,30.3,99.6,99.6,31.3,32.4,99.6, 3,1,2,5,6,2,4,96,96,31.9,96, 36,99.6,0,0,0,2,2,3,1,6, 2
  513,99.6,99.6,99.6,96,6,2,1,69,69.3,6,11,0,0,1,6,1, 1, 5,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.7,99.6,20.4,21.5,37.5, 1,2,1,1,6,2,3,96,96,22.4,96, 47,99.6,0,0,0,2,2,3,2,6, 2
  514,99.6,99.6,99.6,96,6,1,0,54,54.3,4, 8,0,0,1,6,1, 1, 4,2,0,2,0,1,2,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6, 9, 5,33.8,96, 20,99.6,0,0,0,1,2,3,2,6, 1
  515,99.6,99.6,99.6,96,6,1,0,46,46.5,4, 7,1,2,4,5,3, 7, 4,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,30.4,96, 16,99.6,0,2,0,0,1,1,2,6, 2
  516,99.6,99.6,99.6,96,6,0,0,65,65.7,6,11,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,25.3,96, 40,99.6,0,0,0,3,2,3,2,6, 3
  517,99.6,99.6,99.6,96,6,0,0,80,80.0,7,14,0,0,1,6,1, 1, 3,2,0,2,0,1,2,6,6,2,6,1,1,99.6,99.6,52.8,20.3,19.9,99.6, 1,6,1,3,6,2,4,12, 6,20.8,96, 60,99.6,1,0,0,5,2,3,1,6, 7
  518,99.6,99.6,99.6,96,6,0,0,56,56.8,5, 9,0,0,1,2,3, 4, 1,2,1,2,1,1,2,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,23.8,96, 33,99.6,0,1,0,0,1,1,2,6, 1
  519,99.6,99.6,99.6,96,6,0,0,33,33.2,2, 4,2,2,5,2,4, 3, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,27.1, 2,  6,99.6,0,2,0,0,1,1,1,6, 2
  520,99.6,99.6,99.6,96,6,0,0,15,15.9,1, 1,1,0,1,5,3,11, 6,2,0,2,0,1,1,6,6,1,1,2,2,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,11,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  521,99.6,99.6,99.6,96,6,0,0,37,37.3,3, 5,2,2,3,2,4, 3, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,27.9,96, 10,99.6,0,2,0,0,1,1,2,6, 2
  522,99.6,99.6,99.6,96,6,1,1,51,51.7,4, 8,0,2,4,2,4, 3, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,29,21,34.1,96, 17,99.6,0,2,0,0,1,1,1,6, 2
  523,99.6,99.6,99.6,96,6,0,1,39,39.7,3, 5,0,0,1,1,2, 2, 2,2,2,1,2,1,1,6,6,1,1,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  524,99.6,99.6,99.6,96,6,0,0,70,70.8,6,12,0,0,1,6,1, 1, 3,2,0,2,0,3,6,1,6,2,6,6,2,99.6,99.6,57.3,23.1,22.2,99.6, 1,6,1,3,6,2,4,96,96,23.8,96, 47,99.6,0,0,0,2,2,3,1,6, 2
  525,99.6,99.6,99.6,96,6,1,0,48,48.2,4, 7,0,0,1,6,1, 1, 4,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,29.1,96, 19,99.6,0,0,0,2,2,3,2,6, 2
  526,99.6,99.6,99.6,96,6,0,0,75,75.7,7,13,0,0,1,6,2,12, 3,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,70.4,22.8,26.2,99.6, 1,6,1,3,6,2,3,96,96,23.8,96, 52,99.6,0,0,0,2,2,3,2,6, 2
  527,99.6,99.6,99.6,96,6,0,1,22,22.8,1, 2,3,0,1,1,6, 6, 2,2,2,1,2,3,6,1,6,2,6,6,2,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  528,99.6,99.6,99.6,96,6,0,0,60,60.3,5,10,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,22.5,96, 38,99.6,0,0,0,2,2,3,1,6, 2
  529,99.6,99.6,99.6,96,6,1,0,62,62.5,5,10,0,0,1,1,2, 2, 1,2,3,1,1,3,6,1,6,2,6,6,2,99.6,50.5,99.6,19.0,19.3,50.5, 1,2,1,1,1,6,6,96,96,19.5,96, 43,99.6,0,0,0,1,2,3,2,6, 1
  530,99.6,99.6,99.6,96,6,1,0,54,54.1,4, 8,0,0,1,6,1, 1, 5,2,0,1,0,1,1,6,6,2,6,1,1,99.6,42.3,99.6,32.3,29.0,99.6, 1,6,1,4,6,2,6,96,96,33.1,96, 21,99.6,0,0,0,2,2,3,2,6, 2
  531,99.6,99.6,99.6,96,6,0,0,19,19.5,1, 1,1,0,1,4,4,10, 6,2,0,2,0,7,6,1,6,2,6,6,2,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  532,99.6,99.6,99.6,96,6,0,0,76,76.9,7,13,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,20.1,96, 57,99.6,0,0,0,5,2,3,1,6, 5
  533,99.6,99.6,99.6,96,6,0,0,66,66.4,6,11,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,24,21,28.9,96, 38,99.6,0,0,0,2,2,3,2,6, 2
  534,99.6,99.6,99.6,96,6,0,1,59,59.8,5, 9,0,0,1,1,2, 2, 2,2,3,2,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96, 50,45.0,0,0,0,1,2,3,2,6, 1
  535,99.6,99.6,99.6,96,6,0,0,78,78.8,7,13,0,0,1,6,1, 1, 3,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,78.6,21.2,21.4,99.6, 1,6,1,3,6,2,4,96,96,22.3,96, 56,99.6,1,0,0,1,2,3,2,6, 2
  536,99.6,99.6,99.6,96,6,0,0,32,32.3,2, 4,0,0,1,6,2,12, 6,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  537,99.6,99.6,99.6,96,6,0,0,70,70.9,6,12,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,22.9,96, 48,99.6,0,0,0,3,2,3,2,6, 3
  538,99.6,99.6,99.6,96,6,1,0,43,43.9,3, 6,2,2,3,5,3, 7, 5,2,0,2,0,1,2,6,6,7,6,7,2,99.6,99.7,99.6,19.7,99.7,99.7, 1,6,2,1,6,2,2,96,96,34.5,96,  9,99.6,0,2,0,0,1,1,2,6, 2
  539,99.6,99.6,99.6,96,6,1,0,71,71.2,6,12,0,1,1,5,2, 8, 5,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.7,99.6,21.5,22.1,34.5, 1,6,1,1,6,2,4,96,96,23.3,96, 48,99.6,0,1,0,3,2,3,1,6, 4
  540,99.6,99.6,99.6,96,6,0,0,56,56.4,5, 9,0,0,1,6,2,12, 6,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,4,96,96,31.3,96, 25,99.6,0,0,0,1,2,3,1,6, 1
  541,99.6,99.6,99.6,96,6,0,0,70,70.1,6,12,0,0,1,6,1, 1, 6,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,5,35,30,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  542,99.6,99.6,99.6,96,6,1,0,62,62.2,5,10,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,23.8,36.3,99.6,24.5,22.9,35.8, 1,1,1,1,1,6,6,96,96,25.0,96, 37,99.6,0,0,0,2,2,3,1,6, 2
  543,99.6,99.6,99.6,96,6,1,1,21,21.3,1, 2,0,0,1,5,4,11, 6,2,0,2,0,1,1,6,6,1,1,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,1,96,18,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  544,99.6,99.6,99.6,96,6,2,0,58,59.0,5, 9,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,27.5,99.6,19.9,21.6,23.3, 1,2,1,1,2,6,6,96,96,99.3,96,993,99.3,0,0,0,3,4,5,2,6, 4
  545,99.6,99.6,99.6,96,6,0,0,61,61.5,5,10,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  546,99.6,99.6,99.6,96,6,0,0,66,66.9,6,11,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,26.5,96, 40,99.6,0,0,0,2,2,3,1,6, 2
  547,99.6,99.6,99.6,96,6,1,0,36,37.0,3, 5,1,2,4,5,3, 7, 4,2,0,2,0,1,1,6,6,1,3,2,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,20.3,96, 17,99.6,0,2,0,0,1,1,1,6, 2
